20184105,말모이,12세이상관람가,엄유나,20190109,2657876,135,한국,드라마
20176251,내안의 그놈,15세이상관람가,강효진,20190109,1871125,122,한국,판타지
20185124,러브 유어셀프 인 서울,전체관람가,,20190126,180966,111,한국,공연
20189463,주먹왕 랄프 2: 인터넷 속으로,전체관람가,리치 무어,20190103,1735231,112,미국,애니메이션
20182544,글래스,15세이상관람가,M. 나이트 샤말란,20190117,452460,129,미국,드라마
20186324,언더독,전체관람가,오성윤,20190116,176777,101,한국,애니메이션
20185485,보헤미안 랩소디,12세이상관람가,브라이언 싱어,20181031,9910498,134,미국,드라마
20184574,그린 북,12세이상관람가,피터 패럴리,20190109,210656,130,미국,드라마
20189385,몬스터 파크,전체관람가,안드레스 코투리어,20190123,30571,86,영국,애니메이션
20180290,아쿠아맨,12세이상관람가,제임스 완,20181219,5019234,143,미국,액션
20183915,극장판 공룡메카드: 타이니소어의 섬,전체관람가,최신규,20190110,379564,70,한국,애니메이션
20182588,미래의 미라이,전체관람가,호소다 마모루,20190116,77985,97,일본,애니메이션
20186281,범블비,12세이상관람가,트래비스 나이트,20181225,1553491,113,미국,액션
20170658,PMC: 더 벙커,15세이상관람가,김병우,20181226,1665204,124,한국,액션
20175547,스윙키즈,12세이상관람가,강형철,20181219,1462874,133,한국,드라마
20183785,점박이 한반도의 공룡2 : 새로운 낙원,전체관람가,한상호,20181225,521053,93,한국,애니메이션
20184187,언니,청소년관람불가,임경택,20190101,172338,93,한국,액션
20182421,그린치,전체관람가,스콧 모시어,20181219,543813,89,미국,애니메이션
20168773,마약왕,청소년관람불가,우민호,20181219,1787826,139,한국,범죄
20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,전체관람가,타카하시 와타루,20181219,259753,103,일본,애니메이션
20183238,스파이더맨: 뉴 유니버스,12세이상관람가,밥 퍼시케티,20181212,628327,116,미국,애니메이션
20177552,국가부도의 날,12세이상관람가,최국희,20181128,3723913,114,한국,드라마
20179230,도어락,15세이상관람가,이권,20181205,1546002,101,한국,스릴러
20183375,극장판 포켓몬스터 모두의 이야기,전체관람가,야지마 테츠오,20181219,86997,98,일본,애니메이션
20189843,호두까기 인형과 4개의 왕국,전체관람가,라세 할스트롬,20181206,408425,99,미국,판타지
20182082,부탁 하나만 들어줘,청소년관람불가,폴 페이그,20181212,87501,116,미국,스릴러
20178825,모털 엔진,12세이상관람가,크리스찬 리버스,20181205,262070,128,미국,액션
20183745,런닝맨 : 풀룰루의 역습,전체관람가,윤준상,20181205,180709,66,한국,애니메이션
20177538,완벽한 타인,15세이상관람가,이재규,20181031,5270621,115,한국,드라마
20184481,성난황소,15세이상관람가,김민호,20181122,1567264,115,한국,범죄
20181905,후드,12세이상관람가,오토 바서스트,20181128,276658,116,미국,어드벤처
20176814,신비한 동물들과 그린델왈드의 범죄,12세이상관람가,데이빗 예이츠,20181114,2403686,133,미국,판타지
20183073,베일리 어게인,전체관람가,라세 할스트롬,20181122,78439,100,미국,어드벤처
20181171,바울,15세이상관람가,앤드류 하얏트,20181031,229837,107,미국,드라마
20183007,거미줄에 걸린 소녀,15세이상관람가,페드 알바레즈,20181128,25172,115,미국,액션
20182966,투 프렌즈,전체관람가,빅터 아즈에프,20181129,20419,74,러시아,애니메이션
20183050,번 더 스테이지: 더 무비,전체관람가,박준수,20181115,298402,82,한국,기타
20182935,출국,15세이상관람가,노규엽,20181114,71407,104,한국,드라마
20182669,툴리,15세이상관람가,제이슨 라이트맨,20181122,24325,95,캐나다,드라마
20186822,너의 췌장을 먹고 싶어,12세이상관람가,우시지마 신이치로,20181115,48910,109,일본,애니메이션
20170513,동네사람들,15세이상관람가,임진순,20181107,445625,99,한국,액션
20189869,해피 투게더,12세이상관람가,김정환,20181115,15745,110,한국,드라마
20174981,창궐,15세이상관람가,김성훈,20181025,1588443,121,한국,사극
20010291,해리포터와 마법사의 돌,전체관람가,크리스 콜럼버스,20011213,259733,152,미국,가족
20179006,여곡성,15세이상관람가,유영선,20181108,55997,94,한국,공포(호러)
20181404,벽 속에 숨은 마법시계,전체관람가,일라이 로스,20181031,211233,105,미국,판타지
20180523,스타 이즈 본,15세이상관람가,브래들리 쿠퍼,20181009,458917,135,미국,드라마
20182693,구스범스: 몬스터의 역습,12세이상관람가,아리 산델,20181107,21400,89,미국,판타지
20180987,할로윈,청소년관람불가,데이빗 고든 그린,20181031,90492,105,미국,공포(호러)
20179189,암수살인,15세이상관람가,김태균,20181003,3777611,109,한국,범죄
20189067,미쓰백,15세이상관람가,이지원,20181011,710780,97,한국,드라마
20182403,크레이지 리치 아시안,12세이상관람가,존 추,20181025,147806,120,미국,멜로/로맨스
20186321,퍼스트맨,12세이상관람가,데이미언 셔젤,20181018,630470,141,미국,SF
20177221,베놈,15세이상관람가,루벤 플레셔,20181003,3851409,107,미국,액션
20189123,곰돌이 푸 다시 만나 행복해,전체관람가,마크 포스터,20181003,486038,103,미국,어드벤처
20176122,안시성,12세이상관람가,김광식,20180919,5413370,135,한국,사극
20184678,배반의 장미,15세이상관람가,박진영,20181018,29890,98,한국,코미디
20187521,펭귄 하이웨이,전체관람가,이시다 히로야스,20181018,25631,117,일본,애니메이션
20180628,액슬,12세이상관람가,올리버 달리,20181018,12152,98,미국,액션
20180770,다이노 어드벤처2: 육해공 공룡 대백과,전체관람가,마이크 데블린,20181009,34822,71,영국,애니메이션
20189462,셜록 놈즈,전체관람가,존 스티븐슨,20181003,83846,86,미국,애니메이션
20177308,협상,15세이상관람가,이종석,20180919,1953273,114,한국,범죄
20188661,에브리데이,12세이상관람가,마이클 수지,20181011,21620,97,미국,멜로/로맨스
20172204,명당,12세이상관람가,박희곤,20180919,2066465,126,한국,사극
20167903,원더풀 고스트,12세이상관람가,조원희,20180926,439910,96,한국,코미디
20189262,더 넌,15세이상관람가,코린 하디,20180919,1007366,96,미국,공포(호러)
20185046,서치,12세이상관람가,아니쉬 차간티,20180829,2944333,102,미국,드라마
20188304,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,전체관람가,우시로 신지,20180920,151054,103,일본,애니메이션
20189268,루이스,전체관람가,울프강 라우엔슈타인,20180920,89501,85,독일,애니메이션
20180167,에그엔젤 코코밍: 두근두근 핼러윈 파티,전체관람가,닛타 노리오,20180922,42980,68,일본,애니메이션
20189746,극장판 뽀잉: 슈퍼 변신의 비밀,전체관람가,정미화,20180920,35688,72,한국,애니메이션
20156554,물괴,15세이상관람가,허종호,20180912,702096,105,한국,액션
20153446,너의 결혼식,12세이상관람가,이석근,20180822,2812226,110,한국,멜로/로맨스
20188581,더 프레데터,청소년관람불가,쉐인 블랙,20180912,169814,107,미국,SF
20189362,업그레이드,15세이상관람가,리 워넬,20180906,178153,100,미국,액션
20177537,상류사회,청소년관람불가,변혁,20180829,760945,119,한국,드라마
20181942,맘마미아!2,12세이상관람가,올 파커,20180808,2280120,113,미국,뮤지컬
20186202,신과함께-인과 연,12세이상관람가,김용화,20180801,12264813,141,한국,판타지
20179101,공작,12세이상관람가,윤종빈,20180808,4968325,137,한국,드라마
20170670,목격자,15세이상관람가,조규장,20180815,2512159,111,한국,스릴러
20189261,어드리프트:우리가 함께한 바다,12세이상관람가,발타자르 코루마쿠르,20180906,41977,96,미국,멜로/로맨스
20187647,나를 차버린 스파이,15세이상관람가,수잔나 포겔,20180822,258016,117,미국,액션
20181181,미션 임파서블: 폴아웃,15세이상관람가,크리스토퍼 맥쿼리,20180725,6567099,147,미국,액션
20139221,그래비티,12세이상관람가,알폰소 쿠아론,20131017,3262924,90,미국,SF
20184802,몬스터 호텔 3,전체관람가,젠디 타타코브스키,20180808,1023630,97,미국,애니메이션
20183584,메가로돈,12세이상관람가,존 터틀타웁,20180815,515536,113,미국,액션
20187657,마일22,15세이상관람가,피터 버그,20180823,51350,94,미국,액션
20187641,극장판 도라에몽: 진구의 보물섬,전체관람가,이마이 카즈아키,20180815,138640,107,일본,애니메이션
20187427,명탐정 코난 : 제로의 집행인,12세이상관람가,타치카와 유즈루,20180808,377257,110,일본,애니메이션
20186501,극장판 헬로카봇 : 백악기 시대,전체관람가,최신규,20180801,854230,84,한국,애니메이션
20183361,인크레더블 2,전체관람가,브래드 버드,20180718,2998015,125,미국,애니메이션
20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,전체관람가,김병갑,20180725,667879,67,한국,애니메이션
20186121,어느 가족,15세이상관람가,고레에다 히로카즈,20180726,123887,120,일본,드라마
20170942,인랑,15세이상관람가,김지운,20180725,891308,138,한국,SF
20180522,앤트맨과 와스프,12세이상관람가,페이튼 리드,20180704,5444801,118,미국,액션
20185341,마녀,15세이상관람가,박훈정,20180627,3188405,125,한국,미스터리
20181443,스카이스크래퍼,12세이상관람가,로슨 마샬 터버,20180711,999978,102,미국,액션
20188042,독전: 익스텐디드 컷,15세이상관람가,이해영,20180718,136885,131,한국,범죄
20186001,신은 죽지 않았다 3: 어둠 속의 빛,12세이상관람가,마이클 메이슨,20180719,63047,104,미국,드라마
20185621,호텔 아르테미스,15세이상관람가,드류 피어스,20180718,64950,93,미국,액션
20180282,속닥속닥,15세이상관람가,최상훈,20180713,212507,91,한국,공포(호러)
20184845,미드나잇 선,12세이상관람가,스콧 스피어,20180621,306647,91,미국,멜로/로맨스
20174369,변산,15세이상관람가,이준익,20180704,480256,122,한국,드라마
20178161,탐정: 리턴즈,15세이상관람가,이언희,20180613,3132986,116,한국,코미디
20172469,허스토리,12세이상관람가,민규동,20180627,310759,120,한국,드라마
20185001,빅샤크: 매직체인지,전체관람가,헤 질리,20180627,124908,73,중국,애니메이션
20182564,"오늘 밤, 로맨스 극장에서",전체관람가,타케우치 히데키,20180711,24419,108,일본,판타지
20179086,쥬라기 월드: 폴른 킹덤,12세이상관람가,후안 안토니오 바요나,20180606,5644952,127,미국,액션
20184721,시카리오: 데이 오브 솔다도,15세이상관람가,스테파노 솔리마,20180627,208131,122,미국,액션
20184903,오션스8,12세이상관람가,게리 로스,20180613,1326792,110,미국,액션
20179383,독전,15세이상관람가,이해영,20180522,5053105,123,한국,범죄
20184101,여중생A,12세이상관람가,이경섭,20180620,88662,114,한국,드라마
20185081,아이 필 프리티,15세이상관람가,아비 콘,20180606,213596,109,미국,코미디
20184689,아일라,15세이상관람가,칸 울카이,20180621,23712,123,터키,드라마
20090834,아바타,12세이상관람가,제임스 카메론,20091217,13325055,161,미국,SF
20184801,유전,15세이상관람가,아리 애스터,20180607,167760,127,미국,공포(호러)
20135305,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,전체관람가,유야마 쿠니히코,20180606,173368,90,일본,애니메이션
20176848,데드풀 2,청소년관람불가,데이빗 레이치,20180516,3777696,117,미국,액션
20184512,토니스토리2: 고철왕국의 친구들,전체관람가,토마스 보덴스타인,20180613,12415,81,독일,애니메이션
20177478,어벤져스: 인피니티 워,12세이상관람가,안소니 루소,20180425,11176953,149,미국,액션
20184261,벅스 프렌즈,전체관람가,딩 스,20180606,27390,75,중국,애니메이션
20183801,트루스 오어 데어,15세이상관람가,제프 와드로,20180522,309313,99,미국,공포(호러)
20173202,버닝,청소년관람불가,이창동,20180517,521670,147,한국,미스터리
20180789,한 솔로: 스타워즈 스토리,12세이상관람가,론 하워드,20180524,202950,135,미국,액션
20183084,피터 래빗,전체관람가,윌 글럭,20180516,364637,94,미국,애니메이션
20173865,데자뷰,15세이상관람가,고경민,20180530,41906,86,한국,미스터리
20176053,"스탠바이, 웬디",전체관람가,벤 루윈,20180530,30268,93,미국,드라마
20182046,"안녕, 나의 소녀",12세이상관람가,사준의,20180516,106529,104,대만,멜로/로맨스
20177005,레슬러,15세이상관람가,김대웅,20180509,765736,109,한국,드라마
20184513,위 베어 베어스: 베이비 베어스,전체관람가,매니 에르난데스,20180524,13114,70,미국,애니메이션
20189783,챔피언,12세이상관람가,김용완,20180501,1117539,108,한국,드라마
20183321,마징가 Z: 인피니티,12세이상관람가,시미즈 준지,20180517,13924,94,일본,애니메이션
20182561,당갈,12세이상관람가,니테쉬 티와리,20180425,97632,160,인도,액션
20176067,"부르고뉴, 와인에서 찾은 인생",15세이상관람가,세드릭 클래피쉬,20180503,37969,113,프랑스,드라마
20182989,커다랗고 커다랗고 커다란 배,전체관람가,필립 립스키,20180503,89577,77,덴마크,애니메이션
20182984,얼리맨,전체관람가,닉 파크,20180503,116005,88,영국,애니메이션
20137352,루비 스팍스,15세이상관람가,발레리 페리스,20180510,18699,104,미국,코미디
20182352,"그날, 바다",15세이상관람가,김지영,20180412,534665,110,한국,다큐멘터리
20182385,매직빈,전체관람가,조이 주,20180503,53877,72,중국,애니메이션
20183195,레오나르도 다 빈치,전체관람가,세르지오 맨피오,20180426,51218,82,이탈리아,애니메이션
20176069,원더스트럭,전체관람가,토드 헤인즈,20180503,13987,115,미국,드라마
20176917,램페이지,12세이상관람가,브래드 페이튼,20180412,1372657,107,미국,액션
20181788,콰이어트 플레이스,15세이상관람가,존 크랜신스키,20180412,502875,90,미국,공포(호러)
20167007,살인소설,15세이상관람가,김진묵,20180425,38368,102,한국,스릴러
20153447,바람 바람 바람,청소년관람불가,이병헌,20180405,1191776,100,한국,코미디
20177266,나를 기억해,청소년관람불가,이한욱,20180419,138198,101,한국,미스터리
20171122,레디 플레이어 원,12세이상관람가,스티븐 스필버그,20180328,2246322,139,미국,액션
20180804,곤지암,15세이상관람가,정범식,20180328,2662377,94,한국,공포(호러)
20181561,덕구,전체관람가,방수인,20180405,292804,91,한국,드라마
20182360,정글번치: 최강 악당의 등장,전체관람가,다비드 알로,20180419,31087,97,프랑스,애니메이션
20182701,크리미널 스쿼드,15세이상관람가,크리스찬 구드가스트,20180419,21562,123,미국,범죄
20170669,지금 만나러 갑니다,12세이상관람가,이장훈,20180314,2586440,131,한국,멜로/로맨스
20165045,머니백,15세이상관람가,허준형,20180412,40109,100,한국,액션
20178424,레이디 버드,15세이상관람가,그레타 거윅,20180404,77198,94,미국,코미디
20154908,7년의 밤,15세이상관람가,추창민,20180328,513356,123,한국,스릴러
20182021,번개맨과 신비의 섬,전체관람가,김지열,20180405,36416,69,한국,가족
20178522,콜 미 바이 유어 네임,청소년관람불가,루카 구아다니노,20180322,155275,131,이탈리아,드라마
20174603,퍼시픽 림: 업라이징,15세이상관람가,스티븐 S. 드나이트,20180321,1052386,110,미국,액션
20170841,리틀 포레스트,전체관람가,임순례,20180228,1496204,103,한국,드라마
20181366,미니특공대X,전체관람가,이영준,20180322,83232,67,한국,애니메이션
20178781,사라진 밤,15세이상관람가,이창희,20180307,1314308,101,한국,스릴러
20173962,소공녀,15세이상관람가,전고운,20180322,42346,106,한국,멜로/로맨스
20172244,치즈인더트랩,15세이상관람가,김제영,20180314,220587,116,한국,멜로/로맨스
20180302,허리케인 하이스트,15세이상관람가,롭 코헨,20180314,209225,102,미국,액션
20178449,쓰리 빌보드,15세이상관람가,마틴 맥도나,20180315,76440,115,미국,코미디
20180564,툼레이더,12세이상관람가,로아 우타우,20180308,516045,117,미국,액션
20150969,궁합,12세이상관람가,홍창표,20180228,1327441,109,한국,코미디
20173436,셰이프 오브 워터: 사랑의 모양,청소년관람불가,기예르모 델 토로,20180222,476151,123,미국,어드벤처
20170561,블랙 팬서,12세이상관람가,라이언 쿠글러,20180214,5376460,134,미국,액션
20177946,월요일이 사라졌다,15세이상관람가,토미 위르콜라,20180222,872181,123,영국,액션
20178490,온리 더 브레이브,12세이상관람가,조셉 코신스키,20180307,40003,133,미국,드라마
20189861,더 포스트,12세이상관람가,스티븐 스필버그,20180228,111760,116,미국,드라마
20176070,플로리다 프로젝트,15세이상관람가,션 베이커,20180307,41099,111,미국,드라마
20179731,나미야 잡화점의 기적,전체관람가,히로키 류이치,20180228,157331,129,일본,판타지
20180341,레드 스패로,청소년관람불가,프란시스 로렌스,20180228,81330,140,미국,스릴러
20180542,50가지 그림자: 해방,청소년관람불가,제임스 폴리,20180221,191205,105,미국,드라마
20189663,게이트,15세이상관람가,신재호,20180228,75432,91,한국,범죄
20168250,골든슬럼버,15세이상관람가,노동석,20180214,1327592,108,한국,범죄
20179205,조선명탐정: 흡혈괴마의 비밀,12세이상관람가,김석윤,20180208,2386716,119,한국,사극
20176121,흥부: 글로 세상을 바꾼 자,12세이상관람가,조근현,20180214,404649,105,한국,사극
